0.0392,70.52652712,0.781879774,14.0392,0.042833
0.0393,70.52672972,0.782508093,27.0676,0.044478
0.0394,70.52693339,0.783136411,152.1887,0.049547
0.0395,70.52713836,0.78376473,218.8393,0.060835
0.0396,70.52734427,0.784393048,254.0671,0.118145
0.0397,70.52755105,0.785021367,279.0562,0.093508
0.0398,70.52775883,0.785649685,716.3958,0.048323
0.0399,70.52796764,0.786278004,1584.84,0.045165
0.04,70.52817754,0.786906322,1740.019,0.048571
0.0401,70.52838857,0.787534641,2370.051,0.044613
0.0402,70.52860075,0.788162959,3047.574,0.044133
0.0403,70.52881412,0.788791278,3508.716,0.039883
0.0404,70.52902865,0.789419596,3950.076,0.042219
0.0405,70.52924435,0.790047915,4079.047,0.033725
0.0406,70.52946123,0.790676234,4292.58,0.037473
0.0407,70.52967931,0.791304552,,
0.0408,70.52989861,0.791932871,,
0.0409,70.53011915,0.792561189,,
0.041,70.53034093,0.793189508,,
0.0411,70.53056397,0.793817826,,
0.0412,70.53078827,0.794446145,,
0.0413,70.53101383,0.795074463,,
0.0414,70.53124068,0.795702782,,
0.0415,70.53146881,0.7963311,,
0.0416,70.53169824,0.796959419,,
0.0417,70.53192896,0.797587737,,
0.0418,70.53216099,0.798216056,,
0.0419,70.53239433,0.798844374,,
0.042,70.53262899,0.799472693,,
0.0421,70.53286495,0.800101011,,
0.0422,70.53310224,0.80072933,,
0.0423,70.53334083,0.801357649,,
0.0424,70.53358074,0.801985967,,
0.0425,70.53382196,0.802614286,,
0.0426,70.53406447,0.803242604,,
0.0427,70.53430828,0.803870923,,
0.0428,70.53455337,0.804499241,,
0.0429,70.53479974,0.80512756,,
0.043,70.53504738,0.805755878,,
0.0431,70.53529627,0.806384197,,
0.0432,70.5355464,0.807012515,,
0.0433,70.53579776,0.807640834,,
0.0434,70.53605033,0.808269152,,
0.0435,70.53630409,0.808897471,,
0.0436,70.53655902,0.809525789,,
0.0437,70.53681511,0.810154108,,
0.0438,70.53707232,0.810782427,,
0.0439,70.53733064,0.811410745,,
0.044,70.53759004,0.812039064,,
0.0441,70.5378505,0.812667382,,
0.0442,70.53811197,0.813295701,,
0.0443,70.53837445,0.813924019,,
0.0444,70.5386379,0.814552338,,
0.0445,70.53890231,0.815180656,,
0.0446,70.53916765,0.815808975,,
0.0447,70.53943388,0.816437293,,
0.0448,70.53970099,0.817065612,,
0.0449,70.53996894,0.81769393,,
0.045,70.54023771,0.818322249,,
0.0451,70.54050727,0.818950567,,
0.0452,70.54077756,0.819578886,,
0.0453,70.54104854,0.820207204,,
0.0454,70.54132018,0.820835523,,
0.0455,70.54159243,0.821463842,,
0.0456,70.54186527,0.82209216,,
0.0457,70.54213866,0.822720479,,
0.0458,70.54241255,0.823348797,,
0.0459,70.54268693,0.823977116,,
0.046,70.54296177,0.824605434,,
0.0461,70.54323704,0.825233753,,
0.0462,70.54351272,0.825862071,,
0.0463,70.54378878,0.82649039,,
0.0464,70.54406518,0.827118708,,
0.0465,70.54434189,0.827747027,,
0.0466,70.54461887,0.828375345,,
0.0467,70.54489611,0.829003664,,
0.0468,70.54517356,0.829631982,,
0.0469,70.54545121,0.830260301,,
0.047,70.54572902,0.830888619,,
0.0471,70.54600697,0.831516938,,
