0,59.88092799,-1.577344068,99.92123,0.021707
156,59.88091224,-1.577279303,150.0042,0.033451
312,59.88089653,-1.577214502,199.9507,0.034666
468,59.88088088,-1.577149662,249.9206,0.995032
624,59.88086528,-1.577084788,299.9011,0.036796
780,59.88084971,-1.577019879,349.8984,0.07845
936,59.88083419,-1.576954932,549.8625,0.014618
1092,59.8808187,-1.576889945,649.7971,0.062858
1248,59.88080324,-1.576824917,749.7748,0.007414
1404,59.88078781,-1.576759844,849.7505,0.019783
1560,59.88077239,-1.576694726,949.6638,0.015713
1716,59.88075697,-1.576629571,1049.679,0.008713
1872,59.88074155,-1.576564385,1249.702,0.008675
2028,59.88072612,-1.576499172,1449.559,0.011964
2184,59.88071066,-1.576433938,1549.535,0.008167
2340,59.88069517,-1.576368692,,
2496,59.88067964,-1.576303443,,
2652,59.88066405,-1.576238196,,
2808,59.88064838,-1.576172959,,
2964,59.88063264,-1.576107735,,
3120,59.88061681,-1.576042533,,
3276,59.88060088,-1.575977361,,
3432,59.88058483,-1.575912226,,
3588,59.88056866,-1.575847132,,
3744,59.88055236,-1.575782081,,
3900,59.88053591,-1.575717076,,
4056,59.88051932,-1.575652117,,
4212,59.88050257,-1.575587205,,
4368,59.88048566,-1.575522338,,
4524,59.88046858,-1.575457518,,
4680,59.88045133,-1.575392743,,
4836,59.88043391,-1.575328014,,
4992,59.88041631,-1.57526333,,
5148,59.88039852,-1.575198694,,
5304,59.88038056,-1.575134104,,
5460,59.88036242,-1.575069561,,
5616,59.8803441,-1.575005065,,
5772,59.88032561,-1.574940616,,
5928,59.88030694,-1.574876214,,
6084,59.88028811,-1.57481186,,
6240,59.88026913,-1.574747555,,
6396,59.88024998,-1.574683294,,
6552,59.8802307,-1.57461907,,
6708,59.88021127,-1.574554876,,
6864,59.88019172,-1.574490706,,
7020,59.88017205,-1.574426552,,
7176,59.88015227,-1.574362406,,
7332,59.8801324,-1.57429826,,
7488,59.88011244,-1.574234109,,
7644,59.88009241,-1.574169947,,
7800,59.88007232,-1.574105765,,
7956,59.88005218,-1.574041556,,
8112,59.880032,-1.573977315,,
8268,59.88001179,-1.573913041,,
8424,59.87999157,-1.573848728,,
8580,59.87997133,-1.573784374,,
8736,59.87995111,-1.573719974,,
8892,59.87993089,-1.573655531,,
9048,59.87991069,-1.573591051,,
9204,59.87989052,-1.573526532,,
9360,59.87987038,-1.573461976,,
9516,59.87985028,-1.573397386,,
9672,59.87983023,-1.573332761,,
9828,59.87981022,-1.573268098,,
9984,59.87979027,-1.573203396,,
10140,59.87977036,-1.573138656,,
10296,59.87975051,-1.573073876,,
10452,59.87973072,-1.573009056,,
10608,59.87971097,-1.572944199,,
10764,59.87969128,-1.572879306,,
10920,59.87967163,-1.572814374,,
11076,59.87965202,-1.572749402,,
11232,59.87963244,-1.572684387,,
11388,59.8796129,-1.572619326,,
11544,59.87959338,-1.572554219,,
11700,59.87957388,-1.572489071,,
11856,59.87955438,-1.572423892,,
12012,59.87953488,-1.572358685,,
12168,59.87951537,-1.572293455,,
12324,59.87949583,-1.572228212,,
12480,59.87947626,-1.572162964,,
12636,59.87945664,-1.572097717,,
12792,59.87943697,-1.572032478,,
12948,59.87941723,-1.571967252,,
13104,59.87939742,-1.571902047,,
13260,59.87937751,-1.571836871,,
13416,59.87935751,-1.57177173,,
13572,59.8793374,-1.57170663,,
13728,59.87931718,-1.571641572,,
13884,59.87929683,-1.571576558,,
14040,59.87927635,-1.57151159,,
14196,59.87925573,-1.571446668,,
14352,59.87923496,-1.571381791,,
14508,59.87921405,-1.57131696,,
14664,59.87919298,-1.571252173,,
14820,59.87917176,-1.571187431,,
14976,59.87915038,-1.571122734,,
15132,59.87912884,-1.571058084,,
15288,59.87910714,-1.570993479,,
15444,59.87908528,-1.570928921,,
15600,59.87906327,-1.57086441,,
15756,59.87904111,-1.570799945,,
15912,59.87901879,-1.570735527,,
16068,59.87899634,-1.570671156,,
16224,59.87897375,-1.570606834,,
16380,59.87895103,-1.570542556,,
16536,59.87892819,-1.570478314,,
16692,59.87890524,-1.570414103,,
16848,59.87888218,-1.570349915,,
17004,59.87885904,-1.570285744,,
17160,59.87883581,-1.57022158,,
17316,59.87881252,-1.570157416,,
17472,59.87878917,-1.570093246,,
17628,59.87876577,-1.570029066,,
17784,59.87874234,-1.569964866,,
17940,59.87871888,-1.569900639,,
18096,59.87869542,-1.569836381,,
18252,59.87867196,-1.569772088,,
18408,59.87864851,-1.569707756,,
18564,59.87862509,-1.569643382,,
18720,59.8786017,-1.569578964,,
18876,59.87857835,-1.569514503,,
19032,59.87855506,-1.569450006,,
19188,59.87853182,-1.56938547,,
19344,59.87850865,-1.569320898,,
19500,59.87848555,-1.569256291,,
19656,59.87846253,-1.569191649,,
19812,59.87843959,-1.56912697,,
19968,59.87841673,-1.569062252,,
20124,59.87839396,-1.568997496,,
20280,59.87837128,-1.568932703,,
20436,59.87834869,-1.568867869,,
20592,59.87832618,-1.568803,,
20748,59.87830376,-1.568738094,,
20904,59.87828142,-1.568673149,,
21060,59.87825916,-1.568608165,,
21216,59.87823697,-1.568543137,,
21372,59.87821485,-1.568478064,,
21528,59.87819279,-1.568412946,,
21684,59.87817079,-1.568347789,,
21840,59.87814882,-1.568282599,,
21996,59.8781269,-1.568217382,,
22152,59.878105,-1.568152143,,
22308,59.87808311,-1.568086891,,
22464,59.87806123,-1.568021635,,
22620,59.87803935,-1.567956381,,
22776,59.87801745,-1.567891135,,
22932,59.87799552,-1.567825903,,
23088,59.87797355,-1.567760692,,
23244,59.87795154,-1.567695511,,
23400,59.87792947,-1.567630367,,
23556,59.87790734,-1.567565264,,
23712,59.87788513,-1.567500203,,
23868,59.87786283,-1.567435188,,
