0,0.1174
156,4.5575
312,8.9122
468,13.3256
624,17.6003
780,21.7469
936,25.728
1092,29.5224
1248,33.1033
1404,36.5561
1560,39.9342
1716,43.2269
1872,46.4235
2028,49.4708
2184,52.534
2340,55.4905
2496,58.351
2652,61.1314
2808,63.7143
2964,66.2866
3120,68.8482
3276,71.3671
3432,73.7739
3588,76.0046
3744,78.1286
3900,80.0498
4056,81.7308
4212,83.1184
4368,84.2978
4524,85.1837
4680,85.6906
4836,85.8934
4992,85.8828
5148,85.6426
5304,85.1356
5460,84.4312
5616,83.4919
5772,82.2698
5928,80.7542
6084,79.0038
6240,77.2481
6396,75.4336
6552,73.5284
6708,71.5165
6864,69.4299
7020,67.2312
7176,64.9417
7332,62.4815
7488,59.8506
7644,57.1822
7800,54.3752
7956,51.4133
8112,48.2594
8268,44.9826
8424,41.5832
8580,38.0824
8736,34.304
8892,30.3549
9048,26.299
9204,22.0724
9360,17.7284
9516,13.363
9672,8.9656
9828,4.5682
9984,0.1548
10140,-4.2586
10296,-8.592
10452,-12.9894
10608,-17.2747
10764,-21.4533
10920,-25.4825
11076,-29.3249
11232,-32.9485
11388,-36.4227
11544,-39.8274
11700,-43.1895
11856,-46.3915
12012,-49.4601
12168,-52.566
12324,-55.5012
12480,-58.383
12636,-61.1367
12792,-63.7143
12948,-66.2812
13104,-68.8268
13260,-71.3297
13416,-73.7259
13572,-75.9406
13728,-78.0646
13884,-79.9964
14040,-81.7255
14196,-83.1397
14352,-84.3511
14508,-85.2424
14664,-85.7707
14820,-85.9842
14976,-85.9735
15132,-85.728
15288,-85.2317
15444,-84.5219
15600,-83.556
15756,-82.3179
15912,-80.7649
16068,-78.9931
16224,-77.2107
16380,-75.3909
16536,-73.4964
16692,-71.5111
16848,-69.4565
17004,-67.2952
17160,-65.0325
17316,-62.6203
17472,-60.0053
17628,-57.385
17784,-54.6046
17940,-51.6588
18096,-48.5475
18252,-45.2762
18408,-41.8714
18564,-38.3332
18720,-34.5068
18876,-30.499
19032,-26.3897
19188,-22.1311
19344,-17.7657
19500,-13.3523
19656,-8.9122
19812,-4.4721
19968,-0.0267
20124,4.4081
20280,8.7735
20436,13.1549
20592,17.4242
20748,21.5814
20904,25.5732
21060,29.3836
21216,32.9752
21372,36.428
21528,39.8114
21684,43.0935
21840,46.2955
21996,49.3374
22152,52.4113
22308,55.3624
22464,58.2122
22620,60.9926
22776,63.5862
22932,66.1798
23088,68.7521
23244,71.2924
23400,73.6992
23556,75.9246
23712,78.0379
23868,79.9591
24024,81.6721
24180,83.0757
24336,84.2657
24492,85.1676
24648,85.6853
24804,85.8934
24960,85.8881
25116,85.6533
25272,85.141
25428,84.4312
25584,83.4866
25740,82.2912
25896,80.7863
26052,79.0358
26208,77.2801
26364,75.4709
26520,73.5658
26676,71.5645
26832,69.4672
26988,67.2792
27144,65.0004
27300,62.5669
27456,59.936
27612,57.2996
27768,54.4872
27924,51.5147
28080,48.3821
28236,45.1214
28392,41.754
28548,38.2745
28704,34.4748
28860,30.531
29016,26.4751
29172,22.2645
29328,17.9418
29484,13.5871
29640,9.2057
29796,4.8083
29952,0.3789
30108,-4.0292
30264,-8.3785
30420,-12.7653
30576,-17.0559
30732,-21.2345
30888,-25.2637
31044,-29.1168
31200,-32.7564
31356,-36.2679
31512,-39.678
31668,-43.0401
31824,-46.2314
31980,-49.316
32136,-52.4433
32292,-55.3891
32448,-58.2816
32604,-61.0193
32760,-63.5916
32916,-66.1692
33072,-68.7414
33228,-71.2603
33384,-73.6832
33540,-75.8979
33696,-78.0272
33852,-79.9537
34008,-81.6775
34164,-83.113
34320,-84.3245
